state_u,district_u,log_ncrb_rape,log_ncrb_kidnap,log_ncrb_dowry,log_ncrb_assault,log_ncrb_insult,log_ncrb_cruelty,log_ncrb_total,frac_rape,frac_kidnap,frac_dowry,frac_assault,frac_cruelty
UTTAR PRADESH,SANT KABIRNAGAR,3.1780538303479458,3.6888794541139363,2.4849066497880004,3.258096538021482,0.0,0.0,5.4510384535657,0.09913793103448276,0.16810344827586207,0.04741379310344827,0.10775862068965517,0.0
UTTAR PRADESH,SHAHJAHANPUR,4.430816798843313,5.267858159063328,4.127134385045092,5.204006687076795,0.6931471805599453,4.852030263919617,6.717804695023691,0.10048426150121065,0.23365617433414043,0.07384987893462469,0.21912832929782083,0.15375302663438256
UTTAR PRADESH,SHAMLI,3.4965075614664802,4.3694478524670215,2.9444389791664403,4.07753744390572,0.0,4.477336814478207,5.713732805509369,0.10596026490066225,0.2582781456953642,0.059602649006622516,0.19205298013245034,0.28807947019867547
UTTAR PRADESH,SHRAWASTI,1.791759469228055,3.58351893845611,2.302585092994046,3.4657359027997265,0.0,0.0,4.672828834461906,0.04716981132075472,0.330188679245283,0.08490566037735849,0.29245283018867924,0.0
UTTAR PRADESH,SIDHARTHNAGAR,3.044522437723423,4.060443010546419,3.044522437723423,3.332204510175204,0.0,3.8501476017100584,5.552959584921617,0.07782101167315175,0.22178988326848248,0.07782101167315175,0.10505836575875487,0.17898832684824903
UTTAR PRADESH,SITAPUR,4.31748811353631,5.3706380281276624,3.8501476017100584,5.099866427824199,0.0,5.198497031265826,6.828712071641684,0.08017334777898158,0.23185265438786565,0.04983748645720477,0.17659804983748645,0.19501625135427952
UTTAR PRADESH,SONBHADRA,3.295836866004329,3.044522437723423,1.9459101490553132,3.2188758248682006,0.0,2.6390573296152584,5.278114659230517,0.13333333333333333,0.10256410256410256,0.03076923076923077,0.12307692307692308,0.06666666666666667
UTTAR PRADESH,ST.RAVIDASNAGAR,2.995732273553991,3.5263605246161616,3.1780538303479458,2.5649493574615367,0.0,3.7376696182833684,5.3981627015177525,0.08636363636363636,0.15,0.10454545454545454,0.05454545454545454,0.18636363636363637
UTTAR PRADESH,SULTANPUR,3.8501476017100584,4.955827057601261,3.091042453358316,4.219507705176107,0.0,4.23410650459726,6.173786103901937,0.09603340292275574,0.29436325678496866,0.04384133611691023,0.13987473903966596,0.1419624217118998
UTTAR PRADESH,UNNAO,4.248495242049359,5.4638318050256105,3.4657359027997265,5.472270673671475,0.0,5.389071729816501,6.960347729101308,0.06552706552706553,0.22317188983855651,0.029439696106362774,0.22507122507122507,0.2070275403608737
UTTAR PRADESH,VARANASI,3.871201010907891,4.976733742420574,3.7612001156935624,5.176149732573829,1.3862943611198906,5.62040086571715,6.792344427470809,0.052808988764044947,0.16179775280898875,0.04719101123595506,0.19775280898876405,0.3089887640449438
UTTARAKHAND,ALMORA,1.9459101490553132,3.1354942159291497,0.6931471805599453,1.6094379124341003,0.6931471805599453,1.791759469228055,3.8066624897703196,0.13636363636363635,0.5,0.022727272727272728,0.09090909090909091,0.11363636363636363
UTTARAKHAND,BAGESHWAR,1.3862943611198906,0.0,0.0,1.6094379124341003,0.0,1.0986122886681098,2.5649493574615367,0.25,0.0,0.0,0.3333333333333333,0.16666666666666666
UTTARAKHAND,CHAMOLI,1.6094379124341003,2.0794415416798357,0.6931471805599453,2.302585092994046,0.0,1.3862943611198906,3.295836866004329,0.15384615384615385,0.2692307692307692,0.038461538461538464,0.34615384615384615,0.11538461538461539
